Player,Status,Pos,fg_pct,avg_dist,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,AST,STL,BLK,TOV,PF,PTS,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%
Timofey Mozgov,Active,C,0.534,5.4,7.6,14.2,0,0.3,7.5,13.9,3.7,5,0.737,1.5,0.9,2.4,3.2,6.2,18.9,0.576,0.355,10.5,19.8,15.1,4.7,0.9,3.7,16.2
Timothe Luwawu-Cabarrot,Active,SF,0.402,13,5.9,14.8,2,6.6,3.9,8.2,4.3,5,0.854,3.1,1.3,0.4,3,6.3,18.2,0.536,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15
Tobias Harris,Active,PF,0.469,11.6,9.2,19.7,1.6,4.8,7.7,14.9,4.3,5.3,0.809,2.8,1.3,0.9,2.3,3.3,24.4,0.552,0.267,4.2,17.9,10.9,9,1.3,1.4,9.3
Tomas Satoransky,Active,SG,0.418,11.6,4.2,10.1,0.6,2.5,3.6,7.5,1.6,2.3,0.697,6.3,1.8,0.4,2.6,4.1,10.6,0.477,0.224,3.9,9.1,6.5,16.7,1.8,0.7,19
Toney Douglas,Active,PG,0.404,16.3,7.4,18.2,3,8.5,4.4,9.8,2.6,3.1,0.824,6,2.4,0.2,2.8,5.2,20.3,0.517,0.17,3.2,10.2,6.7,18.5,2.4,0.3,12.4
Tony Allen,Active,SG,0.475,6.8,7.5,15.8,0.4,1.3,7.2,14.5,4,5.6,0.711,3.2,3.4,1,3.2,5.6,19.4,0.529,0.353,6.5,12.2,9.4,9.7,3.4,1.5,15.1
Tony Parker,Active,PG,0.493,10.4,10.8,21.8,0.7,2.2,10,19.6,4.7,6.3,0.753,9.7,1.5,0.1,4,2.8,27,0.549,0.289,1.4,8.8,5.2,32.3,1.5,0.2,13.9
Tony Snell,Active,SF,0.416,17.4,5.4,13,2.7,7.2,2.7,5.7,1.2,1.5,0.813,2.4,1.1,0.5,1.6,3.2,14.7,0.54,0.118,1.6,11.4,6.6,6.9,1.1,0.7,10.7
Tony Wroten,Inactive,PG,0.413,9.1,9.2,22.4,1.3,5.8,7.9,16.5,5.9,9.2,0.647,7,2.2,0.4,6,4.3,25.8,0.488,0.411,3.6,9.5,6.4,25.5,2.2,0.7,18.6
Tornike Shengelia,Inactive,SF,0.451,6.8,4.9,11,0.2,1.7,4.7,9.2,2.6,5.2,0.5,3.7,1.3,0.4,4.9,6.2,12.7,0.479,0.471,6.2,12.5,9.4,10.7,1.3,0.7,27.2
Toure' Murry,Inactive,PG,0.433,10.7,7.9,18.2,0.7,1.6,7.2,16.6,3.4,5.6,0.61,6.8,2.7,0.1,5.2,6.5,19.8,0.48,0.306,4.1,9.6,6.8,20.9,2.7,0.2,20
Travis Outlaw,Inactive,SF,0.423,15.1,8.2,19.4,1.4,4.2,6.8,15.2,3.9,5.2,0.744,2.1,1.4,1.6,2.1,4.3,21.7,0.5,0.268,4.3,13.8,9,6.7,1.4,2.3,8.9
Travis Wear,Inactive,SF,0.402,15.6,6.6,16.4,0.9,2.4,5.7,14,1.6,2,0.769,3.1,1.2,0.9,2.7,4.3,15.6,0.451,0.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7
Trevor Ariza,Active,SF,0.426,14.3,6.6,15.5,2.3,6.5,4.3,9,2.8,3.9,0.717,3.7,2.7,0.6,2.5,3.5,18.3,0.531,0.253,4.2,14.8,9.5,11.3,2.7,0.9,12.5
Trevor Booker,Active,PF,0.515,7.6,7.2,14,0.4,1.1,6.9,12.9,2.3,3.7,0.626,2.6,1.7,1.3,2.5,5,17.1,0.547,0.265,10.6,19.8,15.2,8.1,1.7,2.1,13.9
Trey Burke,Active,PG,0.39,16.5,8.6,22.1,2.8,8.3,5.8,13.8,2.4,2.9,0.813,7.7,1.2,0.3,3,3.2,22.4,0.479,0.132,1.6,8.4,5,25,1.2,0.4,11.5
Trey Lyles,Active,PF,0.4,14.2,7.2,18.1,2.4,6.9,4.9,11.2,2.4,3.3,0.708,2.7,1.1,0.8,2.7,4.4,19.2,0.491,0.184,5,19.3,12.2,8.2,1.1,1.2,12
Tristan Thompson,Active,PF,0.515,4.1,6.6,12.9,0,0,6.6,12.8,3.6,5.9,0.611,1.5,0.9,1.4,2,4.3,16.9,0.545,0.456,13.4,20.8,17,4.5,0.9,2.2,11.5
Troy Daniels,Active,SG,0.399,22.2,8.4,21.1,6.1,14.9,2.4,6.2,1.4,1.8,0.776,2.3,0.9,0.2,2.2,4.2,24.3,0.555,0.087,1.9,8.4,5.1,7.5,0.9,0.3,9.2
Troy Murphy,Inactive,PF,0.445,14.1,7.3,16.3,1.6,4,5.7,12.3,3.9,5,0.785,2.8,1.2,0.7,2.3,4.8,20,0.541,0.309,7.4,24.2,15.7,8.7,1.2,1.1,10.9
Ty Lawson,Active,PG,0.46,12.6,7.8,16.9,1.5,4.1,6.3,12.8,4.7,6.1,0.77,10.3,2,0.2,3.6,2.8,21.7,0.555,0.362,2.5,8,5.3,32.2,2,0.3,15.6
Tyler Ennis,Active,PG,0.419,11.9,6.8,16.3,1.6,4.6,5.3,11.7,1.5,2,0.773,7.7,2.1,0.2,4,4.8,16.8,0.489,0.122,2,8.6,5.3,23.2,2.1,0.4,19
Tyler Hansbrough,Inactive,PF,0.439,8.3,6.8,15.4,0,0.2,6.8,15.3,7.1,9.6,0.738,1.3,1.5,0.7,2.3,6.2,20.6,0.525,0.618,11.7,16.5,14.1,4.1,1.5,1,10.4
Tyler Johnson,Active,SG,0.442,13.7,7.6,17.3,1.9,5.2,5.7,12.1,3.9,5.1,0.762,5,2,0.9,2.3,4,21.1,0.54,0.296,2.9,12,7.5,15.1,2,1.5,10.7
Tyler Ulis,Active,PG,0.421,15.4,7.8,18.6,0.9,3.4,6.9,15.3,2.3,3,0.775,9.6,2,0.2,3.3,3.1,18.9,0.474,0.162,1.9,7.5,4.6,30.5,2,0.4,14.1
Tyler Zeller,Active,C,0.499,7.4,8,16.1,0,0.1,8,16,3.9,5.1,0.769,2.7,0.7,1.7,2.5,6.3,20,0.546,0.319,9.3,18.4,13.7,8.4,0.7,2.7,12
Tyreke Evans,Active,SG,0.444,9.2,9.7,21.9,1,3.5,8.7,18.4,5.2,6.9,0.757,8.1,2.1,0.6,4.2,3.7,25.6,0.515,0.314,3.1,13.9,8.4,26.6,2.1,0.9,14.5
Tyrus Thomas,Inactive,PF,0.438,9,7.5,17.2,0.1,0.2,7.5,17,5.2,7.1,0.732,2.3,2.2,3.4,3.5,6.5,20.3,0.5,0.412,7.9,20.3,14.1,7.2,2.1,5.1,14.5
Tyshawn Taylor,Inactive,PG,0.354,9.8,6.8,19.3,1,2.7,5.9,16.6,4.2,6.2,0.684,6.2,2.7,0.1,6.1,5.9,18.9,0.428,0.32,1.2,6.8,4,19,2.7,0.2,21.6
Tyson Chandler,Active,C,0.594,3,6,10,0,0,6,10,4,6.2,0.647,1.5,1,2.3,2.7,5.3,15.9,0.624,0.622,12.7,25.1,18.8,4.6,1,3.4,17.7
Tyus Jones,Active,PG,0.389,14.2,4.9,12.7,1.6,4.7,3.3,7.9,2.3,3.1,0.744,9.9,3,0.3,2.7,3.1,13.7,0.489,0.243,1.5,8.4,4.9,27.9,3,0.5,16
Udonis Haslem,Active,PF,0.491,9.9,6.5,13.3,0,0.1,6.5,13.2,3,4,0.756,1.8,1,0.6,2,5,16.1,0.535,0.304,9.1,22.3,15.8,5.4,1,0.9,11.6
Viacheslav Kravtsov,Inactive,C,0.672,1.7,7.6,11.3,0,0,7.6,11.3,2.8,8.3,0.333,1.8,0.9,1.8,3.7,7.2,17.9,0.6,0.738,13.2,11.9,12.5,5.8,0.9,2.8,19.8
Victor Claver,Inactive,SF,0.398,14.5,4.9,12.2,1.7,5.6,3.2,6.6,1.2,2,0.585,2.7,1.5,0.8,2.8,5,12.5,0.479,0.163,4.5,14.3,9.4,7.7,1.5,1.1,17.7
Victor Oladipo,Active,SG,0.434,12.9,8.9,20.5,2,5.8,6.9,14.7,4.3,5.4,0.8,5.6,2.3,0.7,3.8,3.8,24.1,0.527,0.265,2.1,12.7,7.3,18.3,2.3,1.1,14.3
Vince Carter,Active,SG,0.434,14.3,10.9,24.8,2.5,6.7,8.3,18.1,5.8,7.3,0.799,5.5,1.7,1,3,4.5,30,0.536,0.293,4.2,12.3,8.2,20.1,1.7,1.4,9.7
Vladimir Radmanovic,Inactive,PF,0.415,16.6,7,16.8,3.2,8.3,3.8,8.5,2,2.6,0.758,3.2,1.7,0.9,2.7,5,19.1,0.531,0.156,4.7,15.4,10.1,9.7,1.7,1.2,13.1
Wayne Ellington,Active,SG,0.412,18.1,7.1,17.3,2.9,7.8,4.2,9.5,1.7,2.1,0.85,2.7,1.2,0.2,1.7,2.7,19,0.52,0.119,1.8,10.1,5.9,8.5,1.2,0.3,8.5
Wesley Johnson,Active,SF,0.406,17.8,6.3,15.5,2.3,6.9,4,8.6,1.3,1.8,0.743,2.5,1.7,1.4,2,4.2,16.2,0.499,0.117,2.8,13,7.9,7.5,1.7,2.2,10.9
Wesley Matthews,Active,SG,0.43,16.3,7.6,17.6,3.4,8.8,4.2,8.9,3.6,4.4,0.828,3.4,1.8,0.3,2.1,3.5,22.2,0.566,0.249,1.9,9.2,5.5,10.5,1.8,0.5,9.7
Will Barton,Active,SG,0.427,12.3,8.4,19.6,1.9,5.9,6.4,13.7,4,5.1,0.784,4.6,1.7,0.8,3,3.3,22.7,0.519,0.263,3.4,16.3,9.8,14.4,1.7,1.3,12
Will Bynum,Inactive,PG,0.442,10.4,9,20.4,0.7,2.5,8.3,17.9,4.9,6.1,0.799,9.6,2.1,0.2,4.7,5.4,23.5,0.51,0.299,2.1,8.1,5,30.5,2.1,0.4,16.8
Willie Cauley-Stein,Active,C,0.544,5,7.8,14.3,0,0.1,7.8,14.2,3.2,4.8,0.659,2,1.8,1.9,2,5.1,18.7,0.57,0.337,8.7,18.5,13.6,6.6,1.8,3.3,10.9
Willie Green,Inactive,SG,0.425,14.6,8.6,20.2,1.8,5.3,6.8,14.9,2.5,3.3,0.765,3.6,1.4,0.4,2.5,4.5,21.6,0.498,0.163,1.9,8.5,5.2,11.6,1.4,0.6,10.4
Willie Reed,Active,C,0.569,4.2,8.2,14.5,0,0.1,8.2,14.3,2.7,4.9,0.552,1.2,0.8,2.7,1.6,6.4,19.2,0.578,0.342,13.4,21.3,17.3,3.9,0.8,4.2,8.9
Willy Hernangomez,Active,C,0.529,5,9.3,17.6,0.2,0.6,9.1,17,3.4,4.7,0.728,3.6,1.5,1.4,3.8,5.7,22.2,0.564,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1
Wilson Chandler,Active,SF,0.445,13.6,8.7,19.6,2.2,6.3,6.6,13.3,2.9,3.7,0.769,2.9,1.2,1.1,2.4,4.5,22.5,0.529,0.191,4.1,15.5,9.7,9.2,1.2,1.6,10
Xavier Henry,Inactive,SF,0.406,12.1,6.6,16.2,0.7,2.3,5.8,14,4.9,7.7,0.635,2.1,1.8,0.4,2.5,4.7,18.8,0.479,0.474,3.2,10.7,6.9,6.5,1.8,0.6,11.3
Yogi Ferrell,Active,PG,0.406,16.7,6.9,16.9,2.9,7.6,4,9.4,3.2,3.8,0.831,7.4,1.8,0.4,3,3.9,19.8,0.533,0.226,1.8,9.2,5.3,23.2,1.8,0.7,13.9
Zach LaVine,Active,SG,0.445,14.7,8.9,20,2.6,6.8,6.3,13.2,3.6,4.4,0.821,5.7,1.4,0.3,3.7,3.9,24,0.547,0.222,1.4,10.4,5.9,18.6,1.4,0.5,14.4
Zach Randolph,Active,PF,0.471,8.3,11.3,24.1,0.2,0.9,11.1,23.1,5.5,7.2,0.763,3.1,1.3,0.5,3.5,4,28.4,0.522,0.299,11.2,23.8,17.4,10.7,1.3,0.7,11.3
Zaza Pachulia,Active,C,0.465,5.6,6.1,13.1,0,0.1,6.1,13,5.2,7,0.748,3.2,1.8,0.9,3.4,6.3,17.4,0.538,0.531,12.4,20.2,16.3,9.4,1.8,1.3,17.3
